Trade_ID,Date,Ticker,Company_Name,Sector,Exchange,Currency,Open,High,Low,Close,Volume,Trade_Type,Trade_Price,Quantity,Trade_Value,MA_7,MA_30,RSI,Trader_ID,Broker,Commission,Net_Value
TRD-123728,06/07/2023,XOM,Exxon Mobil,Energy,LSE,GBP,92.31,92.84,91.26,91.86,7729153.0,Sell ,92.61,207.0,19170.27,93.3,92.84,52.89,TRD1053,Vanguard,19.17,19151.1
TRD-132896,2024-05-10,JNJ,Johnson & Johnson,,LSE,CAD,496.46,511.8,494.61,509.64,,Sell,501.1,326.0,163358.6,514.65,517.1,42.27,TRD1025,Schwab,163.36,163195.24
TRD-114446,2022/06/28,AMZN,Amazon.com Inc.,Consumer Cyclical,TSX,USD,129.31,132.34,128.77,131.15,9884469.0,Buy,130.67,134.0,17509.78,129.42,132.87,67.53,TRD1027,Vanguard,17.51,17492.27
TRD-133192,2024-05-22,MSFT,Microsoft Corporation,Technology,TSX,USD,1352.37,1362.75,1337.84,,3538482.0,Sell,1358.76,271.0,368223.96,1327.36,1351.81,34.89,TRD1058,Schwab,368.22,367855.74
TRD-126642,2023-09-25,WMT,Walmart Inc.,Consumer Defensive,LSE,GBP,167.59,168.79,165.64,166.33,2847805.0,Buy,168.17,264.0,44396.88,164.92,162.21,71.89,TRD1023,Fidelity,44.4,44352.48
TRD-129438,2024-01-04,NVDA,NVIDIA Corporation,Technology,LSE,CAD,936.91,948.09,934.09,,738612.0,Buy,936.99,372.0,348560.28,937.12,901.07,43.06,TRD1010,Schwab,348.56,348211.72
TRD-137532,2024-10-30,TSLA,Tesla Inc.,Automotive,NASDAQ,USD,444.98,453.91,440.8,450.89,3281250.0,0,440.81,68.0,29975.08,455.48,442.59,33.49,TRD1016,Fidelity,29.98,29945.1
TRD-136511,2024-09-23,MSFT,Microsoft Corporation,Technology,LSE,GBP,1869.3,1910.81,1859.08,1906.12,1156754.0,0,1902.44,297.0,565024.68 USD,1915.08,1889.25,31.5,TRD1040,,565.02,564459.66
TRD-112994!!,03 May 2022,NVDA,NVIDIA Corporation,Technology,NASDAQ,CAD,481.57,482.55,475.42,479.0,7179416.0,0,482.23,214.0,103197.22,473.56,476.27,57.33,TRD1046,,103.2,103094.02
TRD-102295,2021-03-31,JNJ,Johnson & Johnson,Healthcare,TSX,USD,133.4,136.97,132.62,136.71,4007679.0,Sell,135.22,,3786.16,135.16,136.83,72.24,TRD1053,Fidelity,3.79,3782.37
TRD-101923,16-03-2021,DIS,Walt Disney Co.,Communication,TSX,CAD,112.36,114.66,109.22,110.1,,Buy,111.32,423.0,47088.36,107.6,110.57,57.48,TRD1008,JP Morgan,47.09,47041.27
TRD-138013,2024-11-18,NFLX,Netflix Inc.,Communication,LSE,USD,134.17,135.15,133.32,135.02,311451.0,Sell,134.73,314.0,42305.22,,130.49,61.45,TRD1015,,42.31,42262.91
TRD-132435,2024-04-23,META,Meta Platforms,Technology,TSX,USD,529.32,530.02,521.82,525.93,4728995.0,Buy,523.95,191.0,100074.45,523.87,525.42,61.39,TRD1079,Robinhood,100.07,99974.38
TRD-128081,2023-11-17,AMZN,Amazon.com Inc.,Consumer Cyclical,LSE,GBP,129.2,133.51,127.07,133.37,16976500.0,0,131.45,497.0,65330.65,132.07,130.19,71.0,TRD1058,Goldman Sachs,65.33,65265.32
TRD-123454,2023-05-29,tsla,Tesla Inc.,Automotive,LSE,USD,404.9,406.15,390.73,#VALUE!,6583895.0,Buy,395.2,252.0,99590.4,390.53,377.14,40.81,TRD1020,Vanguard,99.59,99490.81
TRD-126127,2023-09-05,PFE,Pfizer Inc.,Healthcare,LSE,USD,18.58,18.82,18.46,18.51,15457057.0,Buy,18.77,,2515.18,,17.69,,TRD1042,JP Morgan,2.52,2512.66
TRD-138454,2024-12-04,WMT,Walmart Inc.,Consumer Defensive,NYSE,,238.28,240.07,237.99,238.05,4826789.0,sell,238.57,375.0,89463.75,238.42,231.68,29.85,TRD1031,JP Morgan,89.46,89374.29
TRD-125526,08/14/2023,BAC,Bank of America,Financial,TSX,GBP,76.42,76.74,75.68,76.57,25378670.0,SELL,75.94,305.0,23161.7,77.11,75.49,58.81,TRD1025,,23.16,23138.54
TRD-133799,2024-06-13,tesla,Tesla Inc.,,TSX,GBP,451.71,454.0,447.27,450.89,998063.0,Sell,449.34,158.0,70995.72,448.37,448.24,43.13,TRD1015,Vanguard,71.0,70924.72
TRD-129758,2024-01-16,DIS,Walt Disney Co.,Communication,NASDAQ,,96.92,99.66,96.14,99.42,4074077.0,Buy,98.57,91.0,8969.87,100.33,98.34,43.47,TRD1036,Vanguard,8.97,8960.9
TRD-130789,2024-02-23,AMZN,Amazon.com Inc.,Consumer Cyclical,TSX,USD,155.61,155.75,152.93,154.3,978453.0,Buy ,153.95,160.0,24632.0,152.12,151.92,57.05,TRD1029,Goldman Sachs,24.63,24607.37
TRD-108765,2021-11-25,NFLX,Netflix Inc.,Communication,NASDAQ,CAD,240.65,254.61,239.65,250.78,2167032.0,sell,252.61,118.0,29807.98,250.05,252.81,61.01,TRD1040,JP Morgan,29.81,29778.17
TRD-124190,2023-06-23,XOM,Exxon Mobil,Energy,NASDAQ,CAD,88.95,89.09,87.94,87.97,1870571.0,Buy,88.87,447.0,39724.89,88.71,90.21,64.36,TRD1067,Robinhood,39.72,39685.17
TRD-110890,2022-02-14,NFLX,Netflix Inc.,Communication,LSE,GBP,197.04,205.76,196.18,204.76,22160024.0,buy,200.25,425.0,85106.25,202.84,215.0,26.47,TRD1027,,85.11,85021.14
TRD-127362,20-10-2023,WMT,Walmart Inc.,Consumer Defensive,LSE,USD,179.14,185.27,176.6,181.68,2518763.0,Buy,181.8,154.0,27997.2,,185.11,27.3,TRD1020,Morgan Stanley,28.0,27969.2
TRD-118326,2022-11-21,BAC,Bank of America,Financial,TSX,USD,66.9,67.86,65.9,#VALUE!,5927363.0,Sell,66.19,384.0,25416.96,66.18,68.3,50.38,TRD1066,Fidelity,25.42,25391.54
TRD-110904,2022-02-14,PFE,Pfizer Inc.,Healthcare,NASDAQ,,48.36,49.75,48.1,49.31,9983048.0,SELL,48.34,67.0,3238.78,,49.77,,TRD1026,Vanguard,3.24,3235.54
TRD-109430,2021-12-21,JPM,JPMorgan Chase,Financial,NYSE,USD,98.79,99.54,96.64,,,Sell,98.85,218.0,21549.3,97.74,96.95,29.65,TRD1011,,21.55,21527.75
TRD-128455,2023-11-30,JPM,JPMorgan Chase,Financial,NASDAQ,CAD,90.82,91.02,90.14,90.66,4519450.0,Sell,90.52,320.0,28966.4,90.54,93.9,53.41,TRD1034,,28.97,28937.43
TRD-106127,23-08-2021,MSFT,Microsoft Corporation,Technology,NYSE,CAD,297.98,301.07,295.05,295.5,4452710.0,Buy,298.57,136.0,40605.52,300.11,285.35,34.09,TRD1064,Vanguard,40.61,40564.91
TRD-108445,2021-11-15,META,Meta Platforms,Technology,LSE,CAD,314.32,322.56,312.99,,8750444.0,Buy,319.15,390.0,124468.5,318.21,323.06,57.86,TRD1049,Schwab,124.47,124344.03
TRD-118104,2022-11-14,AMZN,  Amazon.com Inc.  ,Consumer Cyclical,NYSE,,140.11,144.6,139.96,143.49,1057671.0,Sell,144.39,110.0,15882.9,144.79,141.16,69.51,TRD1069,Fidelity,15.88,15867.02
TRD-121104,03-03-2023,AMZN,Amazon.com Inc.,,NASDAQ,USD,136.5,138.87,136.44,138.18,2452971.0,Sell,137.16,252.0,34564.32,136.89,141.5,29.5,TRD1044,Robinhood,34.56,34529.76
TRD-111847,03/22/2022,GOOGL,Alphabet Inc.,Technology,NYSE,,108.3,111.28,107.99,110.35,6154724.0,Buy,108.13,84.0,9082.92,110.94,114.55,62.0,TRD1050,JP Morgan,9.08,9073.84
TRD-129293,2023-12-29,JNJ,Johnson & Johnson,Healthcare,NASDAQ,GBP,498.16,502.77,490.07,500.42,762646.0,Buy ,490.77,61.0,29936.97,504.29,501.54,68.7,TRD1076,Morgan Stanley,29.94,29907.03
TRD-114279,"Jun 21, 2022",DIS,Walt Disney Co.,Communication,NYSE,GBP,55.03,56.49,54.65,56.25,599707.0,0,55.15,470.0,25920.5,56.34,55.41,54.87,TRD1007,Fidelity,25.92,25894.58
TRD-124528,07/06/2023,JPM,JPMorgan Chase,Financial,NASDAQ,USD,92.92,93.28,91.77,92.41,,0,91.82,281.0,25801.42,,,74.37,TRD1012,,25.8,25775.62
TRD-114611,04-07-2022,PFE,Pfizer Inc.,Healthcare,NYSE,,33.74,33.96,33.08,33.25,691102.0,0,33.47,73.0,2443.31,33.41,33.45,44.46,TRD1038,JP Morgan,2.44,2440.87
TRD-119855,2023-01-17,TSLA,Tesla Inc.,Automotive,NASDAQ,,385.65,386.16,368.03,370.13,2037152.0,B,373.64,171.0,63892.44,,379.1,35.07,TRD1030,JP Morgan,63.89,63828.55
TRD-123879,2023-06-13,NFLX,Netflix Inc.,Communication,TSX,,230.74,231.49,230.36,231.43,1701293.0,Sell,231.41,191.0,44199.31,230.94,,39.48,TRD1013,Robinhood,44.2,44155.11
TRD-112083,03/30/2022,JPM,JPMorgan Chase,Financial,NYSE,,92.82,93.49,92.27,93.13,19803794.0,Buy,92.56,376.0,34802.56,93.63,92.98,42.35,TRD1070,Schwab,34.8,34767.76
TRD-103875,2021-05-28,BAC,Bank of America,Financial,NASDAQ,USD,48.94,49.05,48.29,48.94,24113641.0,Sell,48.57,421.0,20447.97,50.26,48.5,56.89,TRD1037,Robinhood,20.45,20427.52
TRD-106095,2021-08-20,JPM,JPMorgan Chase,Financial,TSX,USD,126.9,127.87,125.62,125.92,1812157.0,Sell,125.69,38.0,4776.22,127.04,121.14,33.34,TRD1063,Schwab,4.78,4771.44
TRD-104120,2021-06-08,MSFT,Microsoft Corporation,Technology,LSE,,279.51,287.11,279.41,283.57,389125.0,Sell,,211.0,59765.75,287.89,274.92,59.43,TRD1043,Schwab,59.77,59705.98
TRD-103944,2021/06/01,BAC,Bank of America,Financial,LSE,USD,48.31,49.6,48.07,49.57,2756353.0,Sell,48.41,199.0,9633.59,49.64,47.45,66.04,TRD1026,Vanguard,9.63,9623.96
TRD-119244,2022-12-26,XOM,Exxon Mobil,Energy,NASDAQ,USD,117.8,118.55,113.77,114.16,8798495.0,B,117.29,63.0,7389.27,115.56,117.3,71.74,TRD1079,Robinhood,7.39,7381.88
TRD-128077,17 Nov 2023,GOOGL,Alphabet Inc.,Technology,TSX,USD,106.78,111.35,106.54,110.65,19177135.0,Sell,108.63,483.0,52468.29,109.57,,31.49,TRD1045,,52.47,52415.82
TRD-119279,12/27/2022,JNJ,Johnson & Johnson,Healthcare,NASDAQ,CAD,154.4,154.78,152.44,154.19,1335790.0,Buy,153.2,8.0,1225.6,,151.6,56.36,TRD1060,Morgan Stanley,1.23,1224.37
TRD-115953,24 Aug 2022,MSFT,Microsoft Corporation,Technology,NYSE,,574.47,590.07,571.63,,1037549.0,Sell,587.3,193.0,113348.9,574.13,578.21,53.01,TRD1071,Vanguard,113.35,113235.55
TRD-108586,2021-11-19,AAPL,Apple Inc.,Technology,LSE,,143.38,144.01,142.53,143.09,311991.0,Sell,143.08,137.0,19601.96,144.09,145.89,59.01,TRD1071,Robinhood,19.6,19582.36
TRD-106164,"Aug 24, 2021",TSLA,  Tesla Inc.  , Automotive ,NASDAQ,USD,242.77,245.5,242.54,242.65,16074888.0,Sell,,363.0,88611.93,245.87,236.93,66.65,TRD1074,Morgan Stanley,88.61,88523.32
TRD-119766,2023-01-13,GOOGL,  Alphabet Inc.  ,Technology,LSE,USD,119.84,121.27,118.89,120.41,8732751.0,sell,119.53,451.0,53908.03,121.94,117.61,30.26,TRD1028,,53.91,53854.12
TRD-106890,2021-09-20,JPM,JPMorgan Chase,Financial,NASDAQ,GBP,115.41,116.68,110.62,112.12,790621.0,Buy,111.59,468.0,52224.12,112.73,113.79,68.25,TRD1030,JP Morgan,52.22,52171.9
TRD-134564,2024-07-11,JPM,JPMorgan Chase,Financial,NASDAQ,CAD,55.18,57.0,54.71,56.74,3892590.0,Buy,56.3,262.0,14750.6,57.84,,50.83,TRD1023,Vanguard,14.75,14735.85
TRD-135338,2024-08-09,MSFT,Microsoft Corporation,Technology,NYSE,USD,1671.1,1692.55,1668.81,1683.67,3135652.0,Sell,1681.69,271.0,455737.99,1662.54,1680.47,50.42,TRD1006,,455.74,455282.25
TRD-121634,23-03-2023,GOOGL,  Alphabet Inc.  , Technology ,NYSE,USD,117.29,118.93,113.19,114.79,7253444.0,Sell,114.83,26.0,2985.58 USD,116.24,115.02,64.86,TRD1070,Schwab,2.99,2982.59
TRD-122370,2023-04-19,META,Meta Platforms,Technology,TSX,GBP,618.68,608.420180677853,616.95,624.19,1857575.0,Buy ,619.35,178.0,110244.3,633.67,628.34,,TRD1029,Vanguard,110.24,110134.06
TRD-106436,2021-09-02,JPM,JPMorgan Chase,,NYSE,USD,113.65,114.3,111.09,111.65,4468267.0,Sell,112.75,280.0,31570.0,109.31,109.65,,TRD1043,Fidelity,31.57,31538.43
TRD-123848,"Jun 12, 2023",BAC,Bank of America,Financial,LSE,USD,79.63,80.15,77.77,77.81,4287141.0,Sell,78.36,173.0,13556.28 USD,78.5,76.1,29.01,TRD1035,JP Morgan,13.56,13542.72
TRD-112619,2022-04-19,NVDA,NVIDIA Corporation,Technology,TSX,USD,471.77,495.67,471.72,494.71,3152081.0,Buy,,,USD 49848.75,495.87,499.96,49.05,TRD1075,Fidelity,49.85,49798.9
TRD-121065,02-03-2023,AMZN,Amazon.com Inc.,Consumer Cyclical,NASDAQ,USD,135.77,135.9,135.09,135.87,4232642.0,SELL,135.56,363.0,49208.28,,133.9,52.1,TRD1060,Fidelity,49.21,49159.07
TRD-104445,2021/06/21,GOOGL,Alphabet Inc.,,NASDAQ,,123.16,124.35,122.91,123.92,2857352.0,SELL,123.34,127.0,15664.18,,124.97,,TRD1043,Goldman Sachs,15.66,15648.52
TRD-109062,2021-12-07,MSFT,Microsoft Corporation,Technology,NYSE,USD,422.9,429.3,420.19,426.32,,SELL,423.37,300.0,127011.0,430.39,421.67,40.5,TRD1075,Fidelity,127.01,126883.99
TRD-136836,03 Oct 2024,NVDA,NVIDIA Corporation,Technology,LSE,CAD,923.16,924.13,914.42,923.26,8539065.0,Sell,921.26,50.0,46063.0,936.57,921.21,33.0,TRD1028,Goldman Sachs,46.06,46016.94
TRD-127726,2023-11-03,XOM,Exxon Mobil,Energy,NASDAQ,GBP,107.62,109.67,107.38,109.55,1582042.0,Buy,107.87,333.0,35920.71,109.08,107.3,52.86,TRD1060,Morgan Stanley,35.92,35884.79
TRD-132415,"Apr 23, 2024",TSLA,Tesla Inc.,,NASDAQ,CAD,558.27,565.8,532.37,536.4,8010665.0,Buy,547.95,422.0,231234.9,,526.74,63.81,TRD1077,Robinhood,231.23,231003.67
TRD-101277,2021/02/19,WMT,  Walmart Inc.  , Consumer Defensive ,NASDAQ,USD,165.02,166.88,163.71,166.54,1049680.0,Buy,165.24,,76340.88,166.26,166.73,56.6,TRD1029,JP Morgan,76.34,76264.54
TRD-106480,2021-09-03,NFLX,Netflix Inc.,Communication,NASDAQ,,267.19,268.17,263.68,265.48,7921951.0,buy,264.89,,119200.5,267.04,268.13,28.93,TRD1027,Robinhood,119.2,119081.3
TRD-138312,2024-11-28,NVDA,NVIDIA Corporation,Technology,NASDAQ,GBP,917.07,929.53,896.9,908.93,,Buy,923.32,345.0,318545.4,903.88,900.67,34.08,TRD1051,Vanguard,318.55,318226.85
TRD-126504,2023-09-19,NVDA,NVIDIA Corporation,Technology,LSE,USD,813.44,818.13,802.41,806.15,989330.0,Sell,802.77,42.0,33716.34,,822.35,25.45,TRD1055,Robinhood,33.72,33682.62
TRD-121052,01-03-2023,DIS,Walt Disney Co.,Communication,NYSE,,82.29,83.99,82.12,83.11,1315688.0,buy,83.88,74.0,6207.12,81.61,80.94,45.9,TRD1036,Morgan Stanley,6.21,6200.91
TRD-123810,06/09/2023,NFLX,Netflix Inc.,Communication,NYSE,,221.17,227.36,220.98,226.87,5067568.0,Sell,226.8,294.0,66679.2,,224.29,44.17,TRD1018,Robinhood,66.68,66612.52
TRD-119806,2023-01-16,GOOGL,Alphabet Inc.,,NASDAQ,GBP,120.16,120.97,119.14,120.25,18278510.0,BUY,120.56,390.0,47018.4,122.74,,54.34,TRD1077,Vanguard,47.02,46971.38
TRD-130909,2024-02-28,XOM,Exxon Mobil,Energy,TSX,USD,116.55,117.06,114.6,,1100550.0,Buy,115.0,,44965.0,114.02,122.01,27.65,TRD1076,Schwab,44.97,44920.04
TRD-121299**,10 Mar 2023,TSLA,Tesla Inc.,,LSE,USD,379.93,388.03,379.17,383.24,3908696.0,BUY,385.19,51.0,19644.69,387.17,377.71,40.47,TRD1017,Fidelity,19.64,19625.05
TRD-100127,2021-01-07,META,Meta Platforms,,NASDAQ,USD,328.77,331.44,324.14,326.7,6072476.0,Sell,325.56,27.0,8790.12,320.97,335.42,51.29,TRD1049,Robinhood,8.79,8781.33
TRD-130069,2024-01-29,JPM,JPMorgan Chase,,LSE,USD,74.85,75.54,74.85,,41453324.0,Buy ,75.43,120.0,9051.6,75.24,74.26,58.94,TRD1042,JP Morgan,9.05,9042.55
TRD-133410,2024-05-30,AAPL,Apple Inc.,Technology,NYSE,GBP,117.07,117.96,114.39,115.47,13897393.0,Sell,,398.0,46693.36,117.42,114.73,51.94,TRD1035,,46.69,46646.67
TRD-100499,2021-01-21,NFLX,Netflix Inc.,Communication,TSX,USD,396.41,411.01,394.94,403.78,,Buy,,114.0,46855.14,395.79,,61.85,TRD1057,,46.86,46808.28
TRD-133088,2024-05-17,JPM,JPMorgan Chase,Financial,TSX,CAD,56.21,56.75,55.38,55.63,17579603.0,Buy,,155.0,8743.55,55.86,54.65,33.95,TRD1039,Fidelity,8.74,8734.81
TRD-115400,02-08-2022,NFLX,Netflix Inc.,Communication,TSX,USD,205.93,206.63,199.23,200.64,628629.0,0,200.65,108.0,21670.2,202.37,198.54,42.81,TRD1054,Morgan Stanley,21.67,21648.53
TRD-128208,2023-11-22,WMT,Walmart Inc.,Consumer Defensive,LSE,USD,196.14,196.3,185.83,187.76,2762045.0,Buy,187.07,410.0,76698.7,185.87,186.35,65.43,TRD1042,,76.7,76622.0
TRD-100243,2021-01-13,GOOGL,Alphabet Inc.,Technology,TSX,CAD,133.67,135.36,133.52,134.65,561638.0,Buy,,217.0,29312.36,,135.4,57.75,TRD1043,Schwab,29.31,29283.05
TRD-118455,2022-11-25,XOM,Exxon Mobil,Energy,NASDAQ,CAD,130.58,132.16,126.65,127.17,1241817.0,Buy,127.12,71.0,9025.52,128.31,128.13,35.78,TRD1032,Robinhood,9.03,9016.49
TRD-101616,05 Mar 2021,GOOGL,Alphabet Inc.,,TSX,USD,114.39,116.01,114.32,114.65,9448588.0,Sell,115.89,408.0,47283.12,116.15,111.68,40.84,TRD1041,Schwab,47.28,47235.84
TRD-129731,"Jan 16, 2024",GOOGL,Alphabet Inc.,Technology,NASDAQ,GBP,115.29,117.15,113.27,#VALUE!,1673451.0,B,114.9,352.0,40444.8,115.66,,57.23,TRD1002,Vanguard,40.44,40404.36
TRD-120560,2023-02-10,PFE,Pfizer Inc.,Healthcare,NASDAQ,GBP,22.98,23.09,22.72,22.75,,Sell,,436.0,9914.64,22.68,22.01,52.55,TRD1055,Schwab,9.91,9904.73
TRD-116577,16-09-2022,AAPL,Apple Inc.,Technology,NASDAQ,,146.43,146.44,143.96,145.24,2251648.0,S,146.34,268.0,39219.12,145.53,145.99,42.64,TRD1061,Morgan Stanley,39.22,39179.9
TRD-134551,2024/07/10,PFE,Pfizer Inc.,Healthcare,NASDAQ,USD,21.63,21.8,21.1,21.4,1856861.0,sell,21.58,7.0,151.06,21.08,21.09,40.84,TRD1007,Morgan Stanley,0.15,150.91
TRD-135232,2024-08-06,JPM,JPMorgan Chase,,NYSE,USD,57.86,58.93,56.75,58.77,1986815.0,SELL,,290.0,16820.0,58.97,59.26,,TRD1057,Morgan Stanley,16.82,16803.18
TRD-120708,2023-02-17,AAPL,Apple Inc.,Technology,NASDAQ,GBP,139.16,140.1,137.41,138.49,1540741.0,Sell,139.5,285.0,39757.5,136.11,139.61,50.02,TRD1016,,39.76,39717.74
TRD-131434,2024-03-19,MSFT,Microsoft Corporation,,NASDAQ,CAD,1273.97,1279.28,1245.01,1248.82,3778601.0,SELL,,,597275.1,1267.47,1268.77,61.01,TRD1055,Goldman Sachs,597.28,596677.82
TRD-120258,2023-02-01,AAPL,Apple Inc.,,LSE,USD,140.59,141.46,136.18,137.98,,Buy,136.42,139.0,18962.38,,135.81,60.49,TRD1015,Fidelity,18.96,18943.42
TRD-136387,2024-09-17,BAC,Bank of America,Financial,NYSE,GBP,94.74,95.78,93.39,94.89,2622104.0,Sell,94.29,443.0,41770.47,95.33,97.92,68.65,TRD1067,JP Morgan,41.77,41728.7
TRD-113596,25 May 2022,NFLX,Netflix Inc.,Communication,TSX,USD,194.38,197.84,194.17,196.73,1775991.0,Sell,196.08,424.0,83137.92,,196.07,28.09,TRD1026,Vanguard,83.14,83054.78
TRD-121421,2023-03-15,META,Meta Platforms,Technology,NASDAQ,GBP,570.74,585.84,569.51,,424500.0,sell,580.77,173.0,100473.21,582.2,579.16,36.91,TRD1065,Robinhood,100.47,100372.74
TRD-112421,2022-04-12,NFLX,  Netflix Inc.  , Communication ,TSX,,190.23,190.29,187.67,188.67,1165290.0,Buy,,392.0,74405.52,187.57,187.04,67.99,TRD1005,Vanguard,74.41,74331.11
TRD-124168,"Jun 23, 2023",AAPL,Apple Inc.,Technology,NASDAQ,GBP,110.79,113.06,109.33,112.42,123432.0,Sell,109.52,122.0,13361.44,113.4,113.79,48.79,TRD1003,Schwab,13.36,13348.08
TRD-120833,"Feb 22, 2023",TSLA,Tesla Inc.,Automotive,NYSE,,435.19,435.4,418.69,,1725091.0,0,425.72,87.0,37037.64,421.26,426.2,33.51,TRD1024,Goldman Sachs,37.04,37000.6
TRD-101570,2021-03-03,NVDA,NVIDIA Corporation,Technology,LSE,GBP,451.66,456.54,449.36,454.75,6810713.0,buy,454.46,164.0,74531.44,459.42,451.62,27.56,TRD1037,Vanguard,74.53,74456.91
TRD-104325,2021-06-15,DIS,  Walt Disney Co.  ,Communication,LSE,CAD,90.72,91.63,86.72,87.49,4604277.0,Buy,87.73,230.0,20177.9,,85.45,35.64,TRD1034,Morgan Stanley,20.18,20157.72
TRD-100121,2021-01-07,WMT,Walmart Inc.,Consumer Defensive,NASDAQ,,159.79,161.1,158.9,160.73,,Sell,159.02,246.0,39118.92,,161.97,,TRD1006,Schwab,39.12,39079.8
TRD-132121,2024-04-11,WMT,Walmart Inc.,Consumer Defensive,NYSE,USD,187.05,187.84,179.16,182.29,19264481.0,Buy,179.76,351.0,63095.76,186.11,185.81,46.34,TRD1028,Robinhood,63.1,63032.66
TRD-103899,2021-05-31,WMT,Walmart Inc.,Consumer Defensive,LSE,GBP,179.88,181.25,178.96,180.35,3317586.0,Sell ,180.98,407.0,73658.86,179.76,178.97,35.29,TRD1004,Fidelity,73.66,73585.2
TRD-133841,2024-06-14,JPM,JPMorgan Chase,Financial,NYSE,GBP,60.36,60.49,58.5,59.3,10028931.0,Sell ,58.7,481.0,28234.7,59.48,,74.6,TRD1076,,28.23,28206.47
TRD-124139,2023-06-22,TSLA,Tesla Inc.,Automotive,LSE,GBP,399.53,413.44,393.46,,18211028.0,BUY,396.68,157.0,62278.76,409.17,428.53,44.74,TRD1069,Morgan Stanley,62.28,62216.48
TRD-100119,2021-01-07,XOM,  Exxon Mobil  ,Energy,NASDAQ,USD,102.31,103.67,101.91,102.65,766630.0,BUY,102.44,269.0,27556.36,105.04,99.54,68.61,TRD1014,,27.56,27528.8
TRD-126873,2023-10-03,META,Meta Platforms,Technology,NYSE,CAD,605.46,614.06,594.8,603.81,6914108.0,Buy,612.34,,159820.74,605.8,620.41,70.69,TRD1012,Goldman Sachs,159.82,159660.92
TRD-118900,12/13/2022,AAPL,  Apple Inc.  ,Technology,TSX,USD,142.07,145.27,141.77,145.26,12679648.0,Sell,142.03,153.0,21730.59,145.59,148.67,53.89,TRD1053,Morgan Stanley,21.73,21708.86
TRD-122040,2023-04-06,WMT,Walmart Inc.,Consumer Defensive,NASDAQ,USD,206.06,206.72,203.16,204.3,7463105.0,B,,19.0,3881.7 USD,,,73.29,TRD1032,Fidelity,3.88,3877.82
TRD-127577,2023-10-30,XOM,  Exxon Mobil  ,Energy,NASDAQ,,104.36,106.14,103.63,105.58,927904.0,B,104.5,51.0,5329.5,106.48,105.46,68.4,TRD1020,Morgan Stanley,5.33,5324.17
TRD-130780,2024-02-23,AAPL,Apple Inc.,Technology,TSX,USD,101.67,102.53,100.41,,1926204.0,Sell,101.25,41.0,4151.25,101.3,101.48,26.84,TRD1053,,4.15,4147.1
TRD-117874,2022-11-04,GOOGL,Alphabet Inc.,Technology,NASDAQ,CAD,108.96,109.35,106.56,,2860830.0,Sell ,107.84,421.0,45400.64,,112.52,70.16,TRD1055,,45.4,45355.24
TRD-118176,15 Nov 2022,PFE,Pfizer Inc.,Healthcare,TSX,USD,28.34,29.02,28.2,null,1620636.0,Buy,28.58,,1057.46,28.56,28.89,47.19,TRD1042,JP Morgan,1.06,1056.4
TRD-115209,2022-07-27,MSFT,  Microsoft Corporation  ,Technology,LSE,USD,557.82,560.94,544.84,N/A,7151254.0,Buy,549.57,167.0,91778.19,543.94,550.22,51.53,TRD1006,Robinhood,91.78,91686.41
TRD-121841,2023-03-30,NVDA,NVIDIA Corporation,Technology,TSX,USD,653.72,659.75,642.06,648.33,5385115.0,B,,222.0,142672.74,647.82,640.92,29.32,TRD1003,Robinhood,142.67,142530.07
TRD-121865,2023-03-31,JNJ,Johnson & Johnson,Healthcare,LSE,,185.95,186.79,185.91,186.38,,Sell,186.67,357.0,66641.19,187.77,186.63,47.26,TRD1010,JP Morgan,66.64,66574.55
TRD-119034,2022-12-16,NVDA,  NVIDIA Corporation  , Technology ,TSX,GBP,609.39,625.69,606.38,614.41,3488761.0,Sell,614.88,111.0,68251.68,615.93,633.72,68.35,TRD1046,Robinhood,68.25,68183.43
TRD-136365,2024-09-17,TSLA,Tesla Inc.,Automotive,NYSE,USD,486.79,489.5,472.77,475.21,4954844.0,Buy,474.52,113.0,53620.76,473.79,472.5,,TRD1033,Morgan Stanley,53.62,53567.14
TRD-119326,2022-12-28,META,Meta Platforms,Technology,LSE,USD,549.17,552.53,536.24,536.96,4007829.0,sell,537.51,352.0,189203.52,532.43,538.32,38.33,TRD1012,Vanguard,189.2,189014.32
TRD-127379,"Oct 20, 2023",PFE,Pfizer Inc.,Healthcare,NASDAQ,GBP,20.17,21.28,20.15,21.01,4249409.0,buy,20.39,146.0,2976.94,20.75,20.92,29.36,TRD1016,Fidelity,2.98,2973.96
TRD-103826,"May 27, 2021",XOM,Exxon Mobil,Energy,LSE,USD,139.97,141.12,137.94,141.05,3767841.0,Sell,140.36,398.0,55863.28,,136.41,38.97,TRD1073,Fidelity,55.86,55807.42
TRD-100780,2021-02-02,JNJ,Johnson & Johnson,Healthcare,NYSE,USD,145.51,147.73,142.04,142.7,486536.0,B,,399.0,57053.01,141.63,,45.04,TRD1004,Schwab,57.05,56995.96
TRD-138192,2024-11-25,JPM,JPMorgan Chase,Financial,NYSE,USD,63.96,65.0,63.33,64.26,2034527.0,Buy,,167.0,10776.51,64.21,,50.54,TRD1075,Fidelity,10.78,10765.73
TRD-133992,2024/06/20,JPM,JPMorgan Chase,Financial,NASDAQ,,61.87,63.37,61.64,62.47,261665.0,Sell,62.83,194.0,12189.02,61.17,,30.61,TRD1016,Fidelity,12.19,12176.83
